sep=,
"Time","x_Acc","y_Acc","z_Acc"
2022-04-02 14:58:12,-11.3 mg,30.5 mg,1041.5 mg
2022-04-02 14:58:13,18.8 mg,54.2 mg,1021.5 mg
2022-04-02 14:58:14,-14.4 mg,14.9 mg,1000.8 mg
2022-04-02 14:58:15,10.1 mg,45.5 mg,1005.9 mg
2022-04-02 14:58:16,25.1 mg,19.9 mg,994.0 mg
2022-04-02 14:58:17,-18.1 mg,52.6 mg,1043.0 mg
2022-04-02 14:58:18,2.3 mg,12.1 mg,1028.6 mg
2022-04-02 14:58:19,14.5 mg,28.7 mg,1035.8 mg
2022-04-02 14:58:20,8.4 mg,27.2 mg,1037.4 mg
2022-04-02 14:58:21,28.6 mg,38.3 mg,1022.3 mg
2022-04-02 14:58:22,7.0 mg,1.2 mg,995.7 mg
2022-04-02 14:58:23,4.8 mg,-10.0 mg,1032.8 mg
2022-04-02 14:58:24,34.4 mg,29.3 mg,1017.1 mg
2022-04-02 14:58:25,15.7 mg,26.5 mg,1029.0 mg
2022-04-02 14:58:26,37.9 mg,16.1 mg,1046.6 mg
2022-04-02 14:58:27,36.4 mg,-1.5 mg,1020.9 mg
2022-04-02 14:58:28,8.5 mg,35.6 mg,1012.1 mg
2022-04-02 14:58:29,15.9 mg,1.1 mg,1034.4 mg
2022-04-02 14:58:30,5.4 mg,27.9 mg,1028.2 mg
2022-04-02 14:58:31,20.4 mg,15.1 mg,1040.8 mg
2022-04-02 14:58:32,16.5 mg,-10.8 mg,1034.5 mg
2022-04-02 14:58:33,12.6 mg,16.2 mg,1051.3 mg
2022-04-02 14:58:34,28.0 mg,33.2 mg,1001.8 mg
2022-04-02 14:58:35,26.3 mg,23.1 mg,1015.4 mg
2022-04-02 14:58:36,26.9 mg,19.6 mg,1019.5 mg
2022-04-02 14:58:37,-41.2 mg,14.4 mg,1019.4 mg
2022-04-02 14:58:38,20.9 mg,48.6 mg,1023.7 mg
2022-04-02 14:58:39,12.7 mg,22.8 mg,1074.8 mg
2022-04-02 14:58:40,9.4 mg,12.1 mg,1013.4 mg
2022-04-02 14:58:41,45.7 mg,30.7 mg,1012.9 mg
2022-04-02 14:58:42,12.6 mg,39.5 mg,1046.3 mg
2022-04-02 14:58:43,16.7 mg,33.3 mg,994.7 mg
2022-04-02 14:58:44,29.1 mg,23.1 mg,1057.3 mg
2022-04-02 14:58:45,7.1 mg,24.4 mg,1035.6 mg
2022-04-02 14:58:46,13.8 mg,35.8 mg,1016.4 mg
2022-04-02 14:58:47,17.8 mg,20.2 mg,1027.3 mg
2022-04-02 14:58:48,9.9 mg,10.6 mg,1017.0 mg
2022-04-02 14:58:49,32.4 mg,16.0 mg,1006.2 mg
2022-04-02 14:58:50,14.3 mg,46.3 mg,1014.3 mg
2022-04-02 14:58:51,26.5 mg,25.5 mg,1041.9 mg
2022-04-02 14:58:52,19.5 mg,-3.9 mg,1005.8 mg
2022-04-02 14:58:53,53.6 mg,-7.7 mg,1052.8 mg
2022-04-02 14:58:54,9.7 mg,30.3 mg,1019.1 mg
2022-04-02 14:58:55,10.7 mg,14.9 mg,1033.9 mg
2022-04-02 14:58:56,5.1 mg,21.5 mg,1013.5 mg
2022-04-02 14:58:57,25.0 mg,16.5 mg,1040.3 mg
2022-04-02 14:58:58,-7.2 mg,22.4 mg,1014.0 mg
2022-04-02 14:58:59,13.1 mg,47.0 mg,1042.3 mg
2022-04-02 14:59:00,15.1 mg,31.3 mg,1032.7 mg
2022-04-02 14:59:01,11.8 mg,16.9 mg,1052.2 mg
2022-04-02 14:59:02,25.1 mg,11.9 mg,1027.3 mg
2022-04-02 14:59:03,-18.8 mg,38.8 mg,1021.0 mg
2022-04-02 14:59:04,-2.9 mg,21.4 mg,1031.2 mg
2022-04-02 14:59:05,35.0 mg,54.8 mg,1043.6 mg
2022-04-02 14:59:06,-5.0 mg,11.6 mg,1045.4 mg
2022-04-02 14:59:07,14.7 mg,-17.5 mg,1044.4 mg
2022-04-02 14:59:08,-22.1 mg,21.2 mg,1008.2 mg
2022-04-02 14:59:09,21.3 mg,27.7 mg,1009.0 mg
2022-04-02 14:59:10,-10.8 mg,7.8 mg,1043.0 mg
2022-04-02 14:59:11,9.7 mg,35.1 mg,1049.1 mg
2022-04-02 14:59:12,-5.6 mg,80.3 mg,1001.7 mg
2022-04-02 14:59:13,39.9 mg,4.2 mg,1053.2 mg
2022-04-02 14:59:14,7.1 mg,17.3 mg,1004.7 mg
2022-04-02 14:59:15,21.4 mg,10.7 mg,1012.8 mg
2022-04-02 14:59:16,-3.1 mg,75.5 mg,983.4 mg
2022-04-02 14:59:17,21.6 mg,-55.9 mg,1056.1 mg
2022-04-02 14:59:18,18.4 mg,16.2 mg,1024.4 mg
2022-04-02 14:59:19,22.2 mg,17.8 mg,1034.6 mg
2022-04-02 14:59:20,25.0 mg,69.5 mg,980.4 mg
2022-04-02 14:59:21,-28.2 mg,13.6 mg,1018.8 mg
2022-04-02 14:59:22,9.7 mg,35.7 mg,1015.6 mg
2022-04-02 14:59:23,15.7 mg,29.3 mg,1000.2 mg
2022-04-02 14:59:24,39.0 mg,11.8 mg,1062.8 mg
2022-04-02 14:59:25,18.1 mg,38.0 mg,1004.5 mg
2022-04-02 14:59:26,25.1 mg,56.4 mg,1034.7 mg
2022-04-02 14:59:27,63.8 mg,-4.7 mg,984.6 mg
2022-04-02 14:59:28,24.5 mg,2.8 mg,1051.4 mg
2022-04-02 14:59:29,24.2 mg,1.0 mg,1052.1 mg
2022-04-02 14:59:30,24.4 mg,14.9 mg,1041.6 mg
2022-04-02 14:59:31,18.8 mg,45.6 mg,1043.8 mg
2022-04-02 14:59:32,29.7 mg,33.5 mg,981.1 mg
2022-04-02 14:59:33,-3.4 mg,24.6 mg,1027.5 mg
2022-04-02 14:59:34,27.0 mg,59.1 mg,1010.7 mg
2022-04-02 14:59:35,-21.6 mg,66.8 mg,994.3 mg
2022-04-02 14:59:36,-2.4 mg,42.2 mg,969.3 mg
2022-04-02 14:59:37,11.9 mg,33.5 mg,1012.7 mg
2022-04-02 14:59:38,-6.0 mg,64.1 mg,1012.3 mg
2022-04-02 14:59:39,11.3 mg,48.4 mg,1029.8 mg
2022-04-02 14:59:40,12.9 mg,25.0 mg,1033.7 mg
2022-04-02 14:59:41,30.5 mg,17.6 mg,1018.1 mg
2022-04-02 14:59:42,15.1 mg,-21.8 mg,1054.4 mg
2022-04-02 14:59:43,22.9 mg,22.1 mg,1012.9 mg
2022-04-02 14:59:44,31.4 mg,-13.8 mg,1020.1 mg
2022-04-02 14:59:45,20.9 mg,-9.6 mg,1035.5 mg
2022-04-02 14:59:46,21.0 mg,33.2 mg,1025.9 mg
2022-04-02 14:59:47,25.2 mg,-1.8 mg,1024.8 mg
2022-04-02 14:59:48,6.8 mg,62.0 mg,1034.6 mg
2022-04-02 14:59:49,45.2 mg,24.9 mg,1015.1 mg
2022-04-02 14:59:50,28.5 mg,29.5 mg,1041.6 mg
2022-04-02 14:59:51,28.5 mg,22.2 mg,1043.5 mg
2022-04-02 14:59:52,-16.4 mg,18.7 mg,1012.8 mg
2022-04-02 14:59:53,7.9 mg,31.3 mg,1005.0 mg
2022-04-02 14:59:54,-22.1 mg,35.5 mg,1020.3 mg
2022-04-02 14:59:55,-3.8 mg,42.3 mg,1005.5 mg
2022-04-02 14:59:56,7.3 mg,26.4 mg,968.0 mg
2022-04-02 14:59:57,42.2 mg,24.8 mg,1016.1 mg
2022-04-02 14:59:58,35.6 mg,-4.4 mg,1039.1 mg
2022-04-02 14:59:59,2.2 mg,48.3 mg,1028.1 mg
2022-04-02 15:00:00,-7.1 mg,-41.0 mg,1048.3 mg
2022-04-02 15:00:01,34.2 mg,54.1 mg,1034.1 mg
2022-04-02 15:00:02,-0.6 mg,5.1 mg,1076.7 mg
2022-04-02 15:00:03,55.3 mg,39.3 mg,1073.1 mg
2022-04-02 15:00:04,27.8 mg,42.8 mg,1000.9 mg
2022-04-02 15:00:05,39.3 mg,39.8 mg,960.2 mg
2022-04-02 15:00:06,24.8 mg,9.4 mg,1100.3 mg
2022-04-02 15:00:07,-7.3 mg,19.5 mg,1025.9 mg
2022-04-02 15:00:08,0.1 mg,33.3 mg,1013.3 mg
2022-04-02 15:00:09,38.2 mg,29.4 mg,979.0 mg
2022-04-02 15:00:10,-2.4 mg,27.1 mg,970.5 mg
2022-04-02 15:00:11,3.7 mg,35.5 mg,971.0 mg
2022-04-02 15:00:12,10.2 mg,6.8 mg,988.4 mg
2022-04-02 15:00:13,19.7 mg,1.8 mg,1058.5 mg
2022-04-02 15:00:14,2.5 mg,18.9 mg,979.6 mg
2022-04-02 15:00:15,-0.4 mg,41.9 mg,997.2 mg
2022-04-02 15:00:16,-27.6 mg,-4.6 mg,1042.6 mg
2022-04-02 15:00:17,8.9 mg,-7.1 mg,1097.4 mg
2022-04-02 15:00:18,1.8 mg,56.3 mg,964.2 mg
2022-04-02 15:00:19,29.0 mg,63.8 mg,969.4 mg
2022-04-02 15:00:20,49.8 mg,46.5 mg,1020.3 mg
2022-04-02 15:00:21,-19.4 mg,9.8 mg,1037.5 mg
2022-04-02 15:00:22,-34.3 mg,29.9 mg,1018.1 mg
2022-04-02 15:00:23,-50.0 mg,34.9 mg,1040.9 mg
2022-04-02 15:00:24,23.0 mg,-41.1 mg,1045.6 mg
2022-04-02 15:00:25,61.6 mg,9.3 mg,1047.3 mg
2022-04-02 15:00:26,-19.1 mg,-23.4 mg,1070.0 mg
2022-04-02 15:00:27,7.7 mg,33.4 mg,1023.2 mg
2022-04-02 15:00:28,38.4 mg,17.4 mg,1034.6 mg
2022-04-02 15:00:29,23.0 mg,7.5 mg,1031.2 mg
2022-04-02 15:00:30,-7.2 mg,-34.1 mg,1004.1 mg
2022-04-02 15:00:31,16.8 mg,13.4 mg,1058.7 mg
2022-04-02 15:00:32,9.9 mg,3.1 mg,1046.0 mg
2022-04-02 15:00:33,27.6 mg,1.9 mg,1034.8 mg
2022-04-02 15:00:34,23.3 mg,43.6 mg,1015.5 mg
2022-04-02 15:00:35,30.3 mg,71.0 mg,1076.0 mg
2022-04-02 15:00:36,72.5 mg,-0.2 mg,1057.2 mg
2022-04-02 15:00:37,22.6 mg,46.9 mg,997.3 mg
2022-04-02 15:00:38,37.5 mg,40.3 mg,996.4 mg
2022-04-02 15:00:39,21.1 mg,23.7 mg,997.0 mg
2022-04-02 15:00:40,-27.7 mg,47.0 mg,1053.0 mg
2022-04-02 15:00:41,7.4 mg,22.2 mg,1024.0 mg
2022-04-02 15:00:42,-15.1 mg,18.2 mg,1008.7 mg
2022-04-02 15:00:43,-1.9 mg,8.6 mg,1021.4 mg
2022-04-02 15:00:44,5.2 mg,44.5 mg,1009.1 mg
2022-04-02 15:00:45,16.3 mg,51.0 mg,1021.1 mg
2022-04-02 15:00:46,1.3 mg,-11.5 mg,1006.9 mg
2022-04-02 15:00:47,50.1 mg,31.8 mg,1054.9 mg
2022-04-02 15:00:48,-1.2 mg,51.6 mg,1079.6 mg
2022-04-02 15:00:49,16.8 mg,24.6 mg,1008.0 mg
2022-04-02 15:00:50,-1.1 mg,17.2 mg,1044.0 mg
2022-04-02 15:00:51,-11.9 mg,-40.0 mg,1076.9 mg
2022-04-02 15:00:52,-11.8 mg,50.5 mg,1024.9 mg
2022-04-02 15:00:53,54.7 mg,14.4 mg,1034.1 mg
2022-04-02 15:00:54,-22.9 mg,53.8 mg,957.5 mg
2022-04-02 15:00:55,8.1 mg,19.1 mg,984.7 mg
2022-04-02 15:00:56,-3.9 mg,20.4 mg,1042.8 mg
2022-04-02 15:00:57,37.7 mg,25.8 mg,1027.3 mg
2022-04-02 15:00:58,10.3 mg,70.3 mg,989.8 mg
2022-04-02 15:00:59,6.4 mg,56.7 mg,1001.0 mg
2022-04-02 15:01:00,18.8 mg,46.6 mg,989.6 mg
2022-04-02 15:01:01,27.8 mg,22.0 mg,1051.3 mg
2022-04-02 15:01:02,4.5 mg,32.8 mg,1041.5 mg
2022-04-02 15:01:03,18.3 mg,18.5 mg,982.6 mg
2022-04-02 15:01:04,44.5 mg,85.5 mg,984.4 mg
2022-04-02 15:01:05,26.4 mg,11.0 mg,991.0 mg
2022-04-02 15:01:06,47.8 mg,-0.2 mg,1132.1 mg
2022-04-02 15:01:07,45.9 mg,14.3 mg,1009.7 mg
2022-04-02 15:01:08,-18.5 mg,11.1 mg,1049.3 mg
2022-04-02 15:01:09,-2.6 mg,25.2 mg,972.1 mg
2022-04-02 15:01:10,62.1 mg,21.9 mg,1038.2 mg
2022-04-02 15:01:11,-26.5 mg,28.8 mg,1020.4 mg
2022-04-02 15:01:12,1.5 mg,-16.2 mg,996.3 mg
2022-04-02 15:01:13,1.4 mg,70.0 mg,972.8 mg
2022-04-02 15:01:14,33.7 mg,32.4 mg,1071.2 mg
2022-04-02 15:01:15,13.0 mg,-2.5 mg,1021.8 mg
2022-04-02 15:01:16,16.9 mg,2.0 mg,1002.0 mg
2022-04-02 15:01:17,24.1 mg,27.7 mg,1002.0 mg
2022-04-02 15:01:18,23.6 mg,43.6 mg,1027.8 mg
2022-04-02 15:01:19,9.9 mg,25.3 mg,1042.5 mg
2022-04-02 15:01:20,35.0 mg,46.8 mg,1029.6 mg
2022-04-02 15:01:21,-6.5 mg,33.9 mg,1030.9 mg
2022-04-02 15:01:22,-6.2 mg,26.1 mg,991.0 mg
2022-04-02 15:01:23,19.8 mg,-13.2 mg,1047.9 mg
2022-04-02 15:01:24,26.3 mg,36.6 mg,1047.2 mg
2022-04-02 15:01:25,19.0 mg,33.2 mg,1039.8 mg
2022-04-02 15:01:26,-30.5 mg,17.0 mg,1003.9 mg
2022-04-02 15:01:27,-15.0 mg,47.2 mg,1003.0 mg
2022-04-02 15:01:28,15.0 mg,26.4 mg,1005.4 mg
2022-04-02 15:01:29,42.7 mg,21.5 mg,989.5 mg
2022-04-02 15:01:30,41.0 mg,38.6 mg,1005.1 mg
2022-04-02 15:01:31,27.0 mg,84.2 mg,979.0 mg
2022-04-02 15:01:32,8.4 mg,21.8 mg,1031.3 mg
2022-04-02 15:01:33,11.7 mg,22.6 mg,1041.6 mg
2022-04-02 15:01:34,26.2 mg,12.2 mg,1014.0 mg
2022-04-02 15:01:35,3.6 mg,9.9 mg,1055.0 mg
2022-04-02 15:01:36,19.2 mg,17.2 mg,1013.5 mg
2022-04-02 15:01:37,-26.1 mg,25.3 mg,1031.1 mg
2022-04-02 15:01:38,18.2 mg,8.5 mg,1008.2 mg
2022-04-02 15:01:39,29.6 mg,10.0 mg,1047.0 mg
2022-04-02 15:01:40,13.3 mg,17.9 mg,1021.9 mg
2022-04-02 15:01:41,25.4 mg,18.3 mg,990.3 mg
2022-04-02 15:01:42,-12.2 mg,29.7 mg,1008.7 mg
2022-04-02 15:01:43,-1.9 mg,38.7 mg,1043.6 mg
2022-04-02 15:01:44,12.3 mg,29.6 mg,1018.6 mg
2022-04-02 15:01:45,-2.4 mg,38.2 mg,1003.5 mg
2022-04-02 15:01:46,20.0 mg,21.9 mg,1057.4 mg
2022-04-02 15:01:47,-6.8 mg,53.4 mg,1030.5 mg
2022-04-02 15:01:48,-2.1 mg,7.6 mg,1008.5 mg
2022-04-02 15:01:49,-30.3 mg,38.0 mg,1027.7 mg
2022-04-02 15:01:50,-29.3 mg,22.0 mg,1013.3 mg
2022-04-02 15:01:51,9.8 mg,34.2 mg,1014.6 mg
2022-04-02 15:01:52,-24.9 mg,17.7 mg,1021.3 mg
2022-04-02 15:01:53,20.2 mg,17.2 mg,1019.1 mg
2022-04-02 15:01:54,16.0 mg,21.5 mg,1011.1 mg
2022-04-02 15:01:55,-6.7 mg,28.4 mg,995.9 mg
2022-04-02 15:01:56,27.1 mg,7.0 mg,1036.5 mg
2022-04-02 15:01:57,34.5 mg,38.7 mg,999.8 mg
2022-04-02 15:01:58,-11.5 mg,-21.8 mg,1022.3 mg
2022-04-02 15:01:59,4.2 mg,49.1 mg,1011.8 mg
2022-04-02 15:02:00,-1.3 mg,0 mg,1045.6 mg
2022-04-02 15:02:01,-10.4 mg,42.6 mg,1038.5 mg
2022-04-02 15:02:02,-9.1 mg,25.3 mg,1055.5 mg
2022-04-02 15:02:03,-7.0 mg,42.7 mg,996.7 mg
2022-04-02 15:02:04,15.3 mg,21.8 mg,1024.5 mg
2022-04-02 15:02:05,11.9 mg,42.7 mg,1010.0 mg
2022-04-02 15:02:06,51.6 mg,27.7 mg,1009.9 mg
2022-04-02 15:02:07,25.0 mg,5.1 mg,995.3 mg
2022-04-02 15:02:08,4.4 mg,17.1 mg,1044.6 mg
2022-04-02 15:02:09,10.7 mg,7.9 mg,1044.5 mg
2022-04-02 15:02:10,45.4 mg,22.0 mg,1043.6 mg
2022-04-02 15:02:11,-2.6 mg,14.1 mg,1039.8 mg
2022-04-02 15:02:12,9.0 mg,-16.2 mg,1003.8 mg
2022-04-02 15:02:13,-12.3 mg,9.9 mg,1007.2 mg
2022-04-02 15:02:14,50.6 mg,37.4 mg,1010.1 mg
2022-04-02 15:02:15,51.8 mg,17.5 mg,990.6 mg
2022-04-02 15:02:16,13.2 mg,28.9 mg,980.6 mg
2022-04-02 15:02:17,34.2 mg,19.2 mg,1040.8 mg
2022-04-02 15:02:18,24.2 mg,52.9 mg,1020.5 mg
2022-04-02 15:02:19,45.5 mg,46.9 mg,1039.9 mg
2022-04-02 15:02:20,14.5 mg,38.0 mg,998.7 mg
2022-04-02 15:02:21,-1.5 mg,7.6 mg,1051.8 mg
2022-04-02 15:02:22,-8.0 mg,11.3 mg,1009.0 mg
2022-04-02 15:02:23,1.5 mg,32.9 mg,1012.1 mg
2022-04-02 15:02:24,-9.8 mg,17.8 mg,1004.0 mg
2022-04-02 15:02:25,-8.4 mg,26.7 mg,1027.6 mg
2022-04-02 15:02:26,11.3 mg,29.6 mg,1023.3 mg
2022-04-02 15:02:27,-65.7 mg,18.2 mg,1071.5 mg
2022-04-02 15:02:28,53.6 mg,-3.6 mg,1041.0 mg
2022-04-02 15:02:29,15.3 mg,40.6 mg,1006.2 mg
2022-04-02 15:02:30,20.9 mg,2.7 mg,1017.2 mg
2022-04-02 15:02:31,-3.3 mg,0.2 mg,1032.5 mg
2022-04-02 15:02:32,6.8 mg,15.0 mg,999.2 mg
2022-04-02 15:02:33,16.9 mg,46.7 mg,1019.1 mg
2022-04-02 15:02:34,9.8 mg,40.6 mg,1036.0 mg
2022-04-02 15:02:35,-3.0 mg,14.7 mg,1012.3 mg
2022-04-02 15:02:36,1.4 mg,-1.7 mg,1029.5 mg
2022-04-02 15:02:37,24.0 mg,51.5 mg,1013.6 mg
2022-04-02 15:02:38,-6.7 mg,6.2 mg,1054.7 mg
2022-04-02 15:02:39,-17.7 mg,24.3 mg,1038.4 mg
2022-04-02 15:02:40,12.4 mg,8.9 mg,1038.7 mg
2022-04-02 15:02:41,15.4 mg,38.8 mg,1047.5 mg
2022-04-02 15:02:42,29.0 mg,-0.4 mg,1025.8 mg
2022-04-02 15:02:43,21.1 mg,40.4 mg,1031.1 mg
2022-04-02 15:02:44,43.1 mg,14.5 mg,1055.6 mg
2022-04-02 15:02:45,-64.0 mg,-0.5 mg,1027.7 mg
2022-04-02 15:02:46,50.2 mg,12.9 mg,1011.0 mg
2022-04-02 15:02:47,5.2 mg,2.7 mg,994.7 mg
2022-04-02 15:02:48,31.8 mg,14.5 mg,1020.7 mg
2022-04-02 15:02:49,8.0 mg,47.2 mg,970.1 mg
2022-04-02 15:02:50,0.1 mg,9.5 mg,1005.5 mg
2022-04-02 15:02:51,28.7 mg,30.4 mg,1024.2 mg
2022-04-02 15:02:52,22.2 mg,35.8 mg,998.7 mg
2022-04-02 15:02:53,18.2 mg,26.3 mg,1014.4 mg
2022-04-02 15:02:54,9.6 mg,7.6 mg,1034.7 mg
2022-04-02 15:02:55,29.8 mg,41.3 mg,978.9 mg
2022-04-02 15:02:56,11.9 mg,25.8 mg,1038.1 mg
2022-04-02 15:02:57,29.2 mg,-1.7 mg,1012.3 mg
2022-04-02 15:02:58,-11.5 mg,32.4 mg,1028.5 mg
2022-04-02 15:02:59,48.0 mg,60.7 mg,1050.0 mg
2022-04-02 15:03:00,-2.8 mg,22.0 mg,1017.4 mg
2022-04-02 15:03:01,-5.1 mg,19.7 mg,1017.9 mg
2022-04-02 15:03:02,-11.5 mg,55.2 mg,997.5 mg
2022-04-02 15:03:03,37.6 mg,35.5 mg,1033.1 mg
2022-04-02 15:03:04,69.9 mg,25.4 mg,1045.5 mg
2022-04-02 15:03:05,24.1 mg,15.7 mg,960.9 mg
2022-04-02 15:03:06,51.1 mg,20.1 mg,1037.4 mg
2022-04-02 15:03:07,35.8 mg,34.7 mg,1005.2 mg
2022-04-02 15:03:08,1.5 mg,32.4 mg,972.3 mg
2022-04-02 15:03:09,-6.4 mg,16.6 mg,1043.9 mg
2022-04-02 15:03:10,34.3 mg,12.6 mg,1044.2 mg
2022-04-02 15:03:11,29.8 mg,68.1 mg,1040.7 mg
2022-04-02 15:03:12,14.8 mg,30.3 mg,1064.4 mg
2022-04-02 15:03:13,32.7 mg,38.7 mg,957.1 mg
2022-04-02 15:03:14,17.8 mg,45.0 mg,1011.2 mg
2022-04-02 15:03:15,23.8 mg,15.3 mg,1016.2 mg
2022-04-02 15:03:16,21.2 mg,32.5 mg,1049.1 mg
2022-04-02 15:03:17,65.3 mg,48.0 mg,1001.1 mg
2022-04-02 15:03:18,5.9 mg,30.3 mg,958.1 mg
2022-04-02 15:03:19,44.4 mg,55.3 mg,990.4 mg
2022-04-02 15:03:20,36.1 mg,-22.1 mg,1065.7 mg
2022-04-02 15:03:21,60.5 mg,7.8 mg,1034.2 mg
2022-04-02 15:03:22,37.7 mg,29.6 mg,1003.3 mg
2022-04-02 15:03:23,-21.2 mg,52.7 mg,1075.2 mg
2022-04-02 15:03:24,-5.0 mg,36.6 mg,976.0 mg
2022-04-02 15:03:25,11.4 mg,63.9 mg,963.0 mg
2022-04-02 15:03:26,19.1 mg,26.5 mg,1030.4 mg
2022-04-02 15:03:27,-17.1 mg,20.9 mg,1040.7 mg
2022-04-02 15:03:28,10.9 mg,22.5 mg,1008.9 mg
2022-04-02 15:03:29,-9.8 mg,23.4 mg,1000.6 mg
2022-04-02 15:03:30,25.9 mg,84.0 mg,989.0 mg
2022-04-02 15:03:31,-18.0 mg,49.5 mg,1030.7 mg
2022-04-02 15:03:32,-34.6 mg,21.0 mg,1050.0 mg
2022-04-02 15:03:33,-1.8 mg,63.4 mg,951.7 mg
2022-04-02 15:03:34,-1.1 mg,33.4 mg,1036.0 mg
2022-04-02 15:03:35,3.7 mg,5.0 mg,994.2 mg
2022-04-02 15:03:36,6.3 mg,22.0 mg,1021.8 mg
2022-04-02 15:03:37,16.6 mg,25.4 mg,1034.7 mg
2022-04-02 15:03:38,-9.3 mg,37.0 mg,976.7 mg
2022-04-02 15:03:39,-13.1 mg,52.6 mg,1014.4 mg
2022-04-02 15:03:40,6.8 mg,1.6 mg,1025.4 mg
2022-04-02 15:03:41,8.0 mg,64.6 mg,979.9 mg
2022-04-02 15:03:42,29.2 mg,13.8 mg,1005.2 mg
2022-04-02 15:03:43,24.5 mg,33.2 mg,1013.9 mg
2022-04-02 15:03:44,25.5 mg,29.0 mg,1006.9 mg
2022-04-02 15:03:45,3.3 mg,13.1 mg,1000.9 mg
2022-04-02 15:03:46,12.0 mg,-2.2 mg,1012.4 mg
2022-04-02 15:03:47,30.3 mg,15.0 mg,1035.0 mg
2022-04-02 15:03:48,5.0 mg,8.8 mg,1006.8 mg
2022-04-02 15:03:49,47.0 mg,32.0 mg,992.8 mg
2022-04-02 15:03:50,-11.2 mg,-16.2 mg,1041.0 mg
2022-04-02 15:03:51,-6.2 mg,17.4 mg,995.6 mg
2022-04-02 15:03:52,20.4 mg,16.2 mg,1055.4 mg
2022-04-02 15:03:53,15.0 mg,22.1 mg,1018.5 mg
2022-04-02 15:03:54,11.3 mg,23.3 mg,1020.2 mg
2022-04-02 15:03:55,23.2 mg,25.9 mg,1022.4 mg
2022-04-02 15:03:56,-2.3 mg,33.3 mg,1034.8 mg
2022-04-02 15:03:57,14.3 mg,18.7 mg,1063.2 mg
2022-04-02 15:03:58,66.1 mg,48.6 mg,1007.7 mg
2022-04-02 15:03:59,-1.2 mg,-26.5 mg,1068.9 mg
2022-04-02 15:04:00,5.5 mg,20.1 mg,1008.4 mg
2022-04-02 15:04:01,34.8 mg,36.3 mg,1018.2 mg
2022-04-02 15:04:02,5.4 mg,-19.7 mg,988.3 mg
2022-04-02 15:04:03,-15.5 mg,25.6 mg,1048.5 mg
2022-04-02 15:04:04,4.0 mg,19.8 mg,1024.6 mg
2022-04-02 15:04:05,-15.2 mg,-17.1 mg,1081.7 mg
2022-04-02 15:04:06,-19.2 mg,6.4 mg,1044.2 mg
2022-04-02 15:04:07,24.9 mg,23.0 mg,1032.4 mg
2022-04-02 15:04:08,-1.9 mg,9.5 mg,1032.9 mg
2022-04-02 15:04:09,-27.8 mg,-3.4 mg,1044.7 mg
2022-04-02 15:04:10,27.9 mg,23.0 mg,994.7 mg
2022-04-02 15:04:11,0.8 mg,44.2 mg,1009.3 mg
2022-04-02 15:04:12,10.8 mg,35.0 mg,1015.1 mg
2022-04-02 15:04:13,14.1 mg,8.8 mg,1000.4 mg
2022-04-02 15:04:14,34.1 mg,65.7 mg,985.3 mg
2022-04-02 15:04:15,38.3 mg,14.8 mg,976.4 mg
2022-04-02 15:04:16,11.8 mg,32.6 mg,1008.8 mg
2022-04-02 15:04:17,-3.9 mg,25.1 mg,985.0 mg
2022-04-02 15:04:18,-22.1 mg,18.9 mg,1022.4 mg
2022-04-02 15:04:19,2.4 mg,14.3 mg,990.4 mg
2022-04-02 15:04:20,40.0 mg,41.2 mg,999.5 mg
2022-04-02 15:04:21,18.9 mg,-15.1 mg,1044.4 mg
2022-04-02 15:04:22,12.9 mg,55.3 mg,950.7 mg
2022-04-02 15:04:23,-23.1 mg,34.7 mg,1030.0 mg
2022-04-02 15:04:24,-18.4 mg,17.2 mg,987.2 mg
2022-04-02 15:04:25,-5.8 mg,48.4 mg,1053.5 mg
2022-04-02 15:04:26,23.1 mg,10.9 mg,1025.6 mg
2022-04-02 15:04:27,8.2 mg,17.6 mg,1019.4 mg
2022-04-02 15:04:28,5.7 mg,34.4 mg,1045.1 mg
2022-04-02 15:04:29,10.2 mg,27.2 mg,998.6 mg
2022-04-02 15:04:30,12.3 mg,21.1 mg,997.6 mg
2022-04-02 15:04:31,47.0 mg,34.2 mg,1061.2 mg
2022-04-02 15:04:32,21.4 mg,51.5 mg,1011.7 mg
2022-04-02 15:04:33,5.3 mg,30.3 mg,1033.8 mg
2022-04-02 15:04:34,19.8 mg,20.4 mg,996.4 mg
2022-04-02 15:04:35,-1.3 mg,72.7 mg,983.5 mg
2022-04-02 15:04:36,13.1 mg,18.7 mg,1022.6 mg
2022-04-02 15:04:37,25.3 mg,11.5 mg,1042.4 mg
2022-04-02 15:04:38,33.7 mg,36.2 mg,1022.0 mg
2022-04-02 15:04:39,13.8 mg,8.2 mg,991.9 mg
2022-04-02 15:04:40,4.5 mg,23.9 mg,1016.3 mg
2022-04-02 15:04:41,51.4 mg,36.0 mg,1022.1 mg
2022-04-02 15:04:42,17.2 mg,29.9 mg,1022.3 mg
2022-04-02 15:04:43,29.2 mg,28.9 mg,1021.1 mg
2022-04-02 15:04:44,1.1 mg,24.6 mg,1014.1 mg
2022-04-02 15:04:45,35.1 mg,41.7 mg,997.7 mg
2022-04-02 15:04:46,16.8 mg,27.4 mg,1059.3 mg
2022-04-02 15:04:47,15.6 mg,26.4 mg,1028.3 mg
2022-04-02 15:04:48,18.3 mg,8.8 mg,1019.8 mg
