sep=,
"Time","x_Acc","y_Acc","z_Acc"
2022-04-04 12:01:58,23.8 mg,23.9 mg,1060.9 mg
2022-04-04 12:01:59,18.2 mg,3.1 mg,1042.2 mg
2022-04-04 12:02:00,29.0 mg,30.6 mg,991.2 mg
2022-04-04 12:02:01,17.0 mg,29.5 mg,1063.5 mg
2022-04-04 12:02:02,23.7 mg,38.4 mg,1031.2 mg
2022-04-04 12:02:03,28.9 mg,52.5 mg,1025.7 mg
2022-04-04 12:02:04,9.6 mg,49.0 mg,989.0 mg
2022-04-04 12:02:05,13.1 mg,57.2 mg,980.3 mg
2022-04-04 12:02:06,-0.9 mg,27.4 mg,993.0 mg
2022-04-04 12:02:07,10.5 mg,28.1 mg,962.1 mg
2022-04-04 12:02:08,-5.2 mg,60.0 mg,1013.9 mg
2022-04-04 12:02:09,-11.9 mg,38.6 mg,959.2 mg
2022-04-04 12:02:10,15.6 mg,20.2 mg,1012.2 mg
2022-04-04 12:02:11,-7.6 mg,9.8 mg,1031.6 mg
2022-04-04 12:02:12,9.5 mg,31.0 mg,1024.0 mg
2022-04-04 12:02:13,-6.6 mg,29.9 mg,1012.4 mg
2022-04-04 12:02:14,39.0 mg,14.8 mg,1059.8 mg
2022-04-04 12:02:15,16.8 mg,10.7 mg,1042.0 mg
2022-04-04 12:02:16,20.8 mg,54.2 mg,1014.2 mg
2022-04-04 12:02:17,23.9 mg,28.5 mg,1011.6 mg
2022-04-04 12:02:18,3.4 mg,-5.0 mg,1055.6 mg
2022-04-04 12:02:19,25.8 mg,58.0 mg,1003.5 mg
2022-04-04 12:02:20,-11.5 mg,16.0 mg,1019.9 mg
2022-04-04 12:02:21,29.6 mg,51.1 mg,984.1 mg
2022-04-04 12:02:22,14.0 mg,22.2 mg,1062.6 mg
2022-04-04 12:02:23,26.8 mg,20.5 mg,1027.6 mg
2022-04-04 12:02:24,6.5 mg,-0.1 mg,1049.8 mg
2022-04-04 12:02:25,10.2 mg,20.8 mg,1024.4 mg
2022-04-04 12:02:26,-9.5 mg,38.9 mg,1036.0 mg
2022-04-04 12:02:27,14.4 mg,0.3 mg,1015.2 mg
2022-04-04 12:02:28,-4.5 mg,29.4 mg,1030.0 mg
2022-04-04 12:02:29,0.4 mg,38.0 mg,1029.5 mg
2022-04-04 12:02:30,16.4 mg,6.0 mg,1019.7 mg
2022-04-04 12:02:31,12.3 mg,36.0 mg,1047.7 mg
2022-04-04 12:02:32,34.6 mg,26.7 mg,1039.3 mg
2022-04-04 12:02:33,18.4 mg,32.4 mg,1047.9 mg
2022-04-04 12:02:34,-6.2 mg,12.9 mg,1025.9 mg
2022-04-04 12:02:35,23.4 mg,43.6 mg,1015.7 mg
2022-04-04 12:02:36,-8.7 mg,11.8 mg,1001.8 mg
2022-04-04 12:02:37,43.9 mg,31.6 mg,1050.5 mg
2022-04-04 12:02:38,15.3 mg,11.5 mg,1047.1 mg
2022-04-04 12:02:39,36.1 mg,34.9 mg,1036.0 mg
2022-04-04 12:02:40,9.4 mg,37.6 mg,981.8 mg
2022-04-04 12:02:41,26.3 mg,16.2 mg,1031.8 mg
2022-04-04 12:02:42,24.8 mg,30.3 mg,1029.4 mg
2022-04-04 12:02:43,27.2 mg,30.2 mg,1032.7 mg
2022-04-04 12:02:44,3.8 mg,36.5 mg,1028.7 mg
2022-04-04 12:02:45,25.6 mg,25.0 mg,1046.1 mg
2022-04-04 12:02:46,0.6 mg,33.4 mg,1018.2 mg
2022-04-04 12:02:47,5.1 mg,29.1 mg,1017.0 mg
2022-04-04 12:02:48,7.2 mg,32.1 mg,1014.8 mg
2022-04-04 12:02:49,-3.4 mg,33.0 mg,996.8 mg
2022-04-04 12:02:50,29.6 mg,6.5 mg,1005.2 mg
2022-04-04 12:02:51,5.0 mg,25.0 mg,1015.4 mg
2022-04-04 12:02:52,20.0 mg,33.3 mg,1033.7 mg
2022-04-04 12:02:53,15.3 mg,23.1 mg,1033.8 mg
2022-04-04 12:02:54,37.2 mg,44.4 mg,1000.1 mg
2022-04-04 12:02:55,12.7 mg,13.9 mg,1022.7 mg
2022-04-04 12:02:56,7.3 mg,46.2 mg,1031.2 mg
2022-04-04 12:02:57,18.2 mg,42.7 mg,1000.8 mg
2022-04-04 12:02:58,14.7 mg,27.0 mg,1028.4 mg
2022-04-04 12:02:59,3.6 mg,59.8 mg,1054.6 mg
2022-04-04 12:03:00,-0.2 mg,17.8 mg,1014.2 mg
2022-04-04 12:03:01,11.9 mg,51.9 mg,1042.5 mg
2022-04-04 12:03:02,34.3 mg,51.7 mg,992.4 mg
2022-04-04 12:03:03,22.5 mg,56.9 mg,993.5 mg
2022-04-04 12:03:04,12.7 mg,23.8 mg,1054.1 mg
2022-04-04 12:03:05,19.3 mg,23.2 mg,1007.7 mg
2022-04-04 12:03:06,30.5 mg,42.8 mg,1005.1 mg
2022-04-04 12:03:07,5.3 mg,7.4 mg,1050.6 mg
2022-04-04 12:03:08,-17.3 mg,62.3 mg,1005.4 mg
2022-04-04 12:03:09,40.1 mg,7.8 mg,1056.3 mg
2022-04-04 12:03:10,37.6 mg,1.3 mg,1048.8 mg
2022-04-04 12:03:11,7.4 mg,42.6 mg,983.7 mg
2022-04-04 12:03:12,27.6 mg,36.9 mg,1054.2 mg
2022-04-04 12:03:13,21.3 mg,14.8 mg,1033.0 mg
2022-04-04 12:03:14,19.2 mg,44.0 mg,1025.6 mg
2022-04-04 12:03:15,15.1 mg,38.7 mg,986.1 mg
2022-04-04 12:03:16,30.0 mg,10.9 mg,1024.5 mg
2022-04-04 12:03:17,23.5 mg,34.5 mg,994.4 mg
2022-04-04 12:03:18,-2.2 mg,39.9 mg,1001.4 mg
2022-04-04 12:03:19,18.1 mg,38.3 mg,993.3 mg
2022-04-04 12:03:20,-9.7 mg,31.0 mg,1036.2 mg
2022-04-04 12:03:21,-2.5 mg,49.2 mg,995.4 mg
2022-04-04 12:03:22,26.0 mg,34.9 mg,1034.0 mg
2022-04-04 12:03:23,22.9 mg,42.1 mg,1013.2 mg
2022-04-04 12:03:24,7.0 mg,48.9 mg,1040.2 mg
2022-04-04 12:03:25,11.2 mg,-5.9 mg,1024.8 mg
2022-04-04 12:03:26,-0.6 mg,26.9 mg,1070.9 mg
2022-04-04 12:03:27,0.4 mg,37.1 mg,1033.4 mg
2022-04-04 12:03:28,-15.8 mg,53.3 mg,1007.0 mg
2022-04-04 12:03:29,-2.3 mg,45.4 mg,1006.6 mg
2022-04-04 12:03:30,5.5 mg,0.8 mg,1054.2 mg
2022-04-04 12:03:31,12.6 mg,41.2 mg,970.7 mg
2022-04-04 12:03:32,31.4 mg,7.3 mg,998.1 mg
2022-04-04 12:03:33,18.6 mg,29.8 mg,1011.4 mg
2022-04-04 12:03:34,-24.2 mg,25.5 mg,1017.5 mg
2022-04-04 12:03:35,7.5 mg,11.6 mg,1004.2 mg
2022-04-04 12:03:36,25.4 mg,30.5 mg,1006.8 mg
2022-04-04 12:03:37,24.9 mg,13.4 mg,1049.2 mg
2022-04-04 12:03:38,38.7 mg,55.9 mg,1012.7 mg
2022-04-04 12:03:39,-8.0 mg,5.8 mg,1010.3 mg
2022-04-04 12:03:40,17.2 mg,14.1 mg,1012.2 mg
2022-04-04 12:03:41,16.8 mg,28.4 mg,1021.1 mg
2022-04-04 12:03:42,20.9 mg,33.4 mg,1023.0 mg
2022-04-04 12:03:43,20.6 mg,29.0 mg,1022.0 mg
2022-04-04 12:03:44,22.9 mg,36.2 mg,1006.3 mg
2022-04-04 12:03:45,18.2 mg,42.6 mg,1019.7 mg
2022-04-04 12:03:46,19.6 mg,18.9 mg,1026.9 mg
2022-04-04 12:03:47,9.8 mg,61.8 mg,1047.8 mg
2022-04-04 12:03:48,19.7 mg,25.9 mg,1020.8 mg
2022-04-04 12:03:49,4.1 mg,22.8 mg,1007.5 mg
2022-04-04 12:03:50,19.2 mg,16.6 mg,1041.6 mg
2022-04-04 12:03:51,14.2 mg,21.9 mg,1023.5 mg
2022-04-04 12:03:52,17.2 mg,37.9 mg,1007.4 mg
2022-04-04 12:03:53,35.8 mg,44.6 mg,1023.5 mg
2022-04-04 12:03:54,-14.7 mg,55.6 mg,999.6 mg
2022-04-04 12:03:55,7.5 mg,26.8 mg,1012.7 mg
2022-04-04 12:03:56,5.4 mg,57.2 mg,994.9 mg
2022-04-04 12:03:57,-8.2 mg,32.3 mg,1001.7 mg
2022-04-04 12:03:58,30.9 mg,37.9 mg,1005.7 mg
2022-04-04 12:03:59,22.4 mg,30.7 mg,1054.9 mg
2022-04-04 12:04:00,9.8 mg,54.4 mg,973.6 mg
2022-04-04 12:04:01,-3.7 mg,62.8 mg,955.6 mg
2022-04-04 12:04:02,2.2 mg,21.4 mg,1024.9 mg
2022-04-04 12:04:03,21.9 mg,25.5 mg,1046.6 mg
2022-04-04 12:04:04,9.8 mg,49.2 mg,1011.7 mg
2022-04-04 12:04:05,-16.4 mg,-8.4 mg,1051.5 mg
2022-04-04 12:04:06,1.6 mg,36.4 mg,1000.7 mg
2022-04-04 12:04:07,4.8 mg,37.9 mg,982.4 mg
2022-04-04 12:04:08,-10.9 mg,0.4 mg,1054.6 mg
2022-04-04 12:04:09,33.8 mg,43.9 mg,1025.6 mg
2022-04-04 12:04:10,12.7 mg,15.0 mg,1014.2 mg
2022-04-04 12:04:11,-5.1 mg,43.6 mg,992.7 mg
2022-04-04 12:04:12,6.6 mg,27.4 mg,1032.2 mg
2022-04-04 12:04:13,8.4 mg,30.5 mg,1015.1 mg
2022-04-04 12:04:14,-4.2 mg,34.9 mg,996.5 mg
2022-04-04 12:04:15,16.3 mg,52.7 mg,1039.5 mg
2022-04-04 12:04:16,0.8 mg,15.2 mg,984.5 mg
2022-04-04 12:04:17,15.0 mg,65.6 mg,982.3 mg
2022-04-04 12:04:18,13.5 mg,35.6 mg,996.4 mg
2022-04-04 12:04:19,18.6 mg,28.1 mg,990.5 mg
2022-04-04 12:04:20,14.7 mg,31.4 mg,1040.0 mg
2022-04-04 12:04:21,25.3 mg,32.0 mg,1061.0 mg
2022-04-04 12:04:22,33.0 mg,35.9 mg,994.7 mg
2022-04-04 12:04:23,-8.7 mg,19.9 mg,992.9 mg
2022-04-04 12:04:24,5.3 mg,11.3 mg,1006.7 mg
2022-04-04 12:04:25,20.8 mg,35.3 mg,1015.2 mg
2022-04-04 12:04:26,-2.1 mg,6.4 mg,1063.6 mg
2022-04-04 12:04:27,28.4 mg,45.6 mg,1035.4 mg
2022-04-04 12:04:28,19.7 mg,38.5 mg,1026.6 mg
2022-04-04 12:04:29,24.0 mg,17.0 mg,1031.5 mg
2022-04-04 12:04:30,8.7 mg,7.3 mg,1025.3 mg
2022-04-04 12:04:31,31.1 mg,70.4 mg,1009.4 mg
2022-04-04 12:04:32,19.8 mg,30.9 mg,1052.4 mg
2022-04-04 12:04:33,27.7 mg,30.8 mg,1054.9 mg
2022-04-04 12:04:34,-7.9 mg,19.9 mg,1029.4 mg
2022-04-04 12:04:35,8.0 mg,14.3 mg,1052.3 mg
2022-04-04 12:04:36,-0.9 mg,6.3 mg,1067.1 mg
2022-04-04 12:04:37,20.1 mg,-0.7 mg,1054.8 mg
2022-04-04 12:04:38,15.4 mg,33.3 mg,995.8 mg
2022-04-04 12:04:39,7.5 mg,52.4 mg,999.0 mg
2022-04-04 12:04:40,9.9 mg,28.8 mg,1023.9 mg
2022-04-04 12:04:41,-16.5 mg,25.2 mg,1008.6 mg
2022-04-04 12:04:42,22.3 mg,28.2 mg,1030.0 mg
2022-04-04 12:04:43,-2.3 mg,35.3 mg,1023.0 mg
2022-04-04 12:04:44,9.4 mg,42.3 mg,1000.0 mg
2022-04-04 12:04:45,16.0 mg,5.1 mg,1020.1 mg
2022-04-04 12:04:46,26.4 mg,39.3 mg,1010.9 mg
2022-04-04 12:04:47,31.1 mg,17.1 mg,1068.3 mg
2022-04-04 12:04:48,9.3 mg,32.5 mg,1010.5 mg
2022-04-04 12:04:49,-27.5 mg,36.8 mg,999.7 mg
2022-04-04 12:04:50,5.1 mg,28.2 mg,1016.0 mg
2022-04-04 12:04:51,28.9 mg,31.4 mg,1010.7 mg
2022-04-04 12:04:52,10.3 mg,28.5 mg,1021.2 mg
2022-04-04 12:04:53,17.8 mg,4.1 mg,1042.4 mg
2022-04-04 12:04:54,5.6 mg,26.6 mg,1031.1 mg
2022-04-04 12:04:55,-1.4 mg,52.6 mg,1002.4 mg
2022-04-04 12:04:56,-32.9 mg,39.8 mg,995.4 mg
2022-04-04 12:04:57,22.8 mg,8.6 mg,1069.0 mg
2022-04-04 12:04:58,23.2 mg,15.6 mg,1009.5 mg
2022-04-04 12:04:59,14.2 mg,46.7 mg,1019.5 mg
2022-04-04 12:05:00,25.6 mg,-4.4 mg,1029.3 mg
2022-04-04 12:05:01,8.8 mg,59.3 mg,1000.3 mg
2022-04-04 12:05:02,-13.2 mg,14.5 mg,1002.8 mg
2022-04-04 12:05:03,13.6 mg,10.6 mg,1032.1 mg
2022-04-04 12:05:04,19.9 mg,44.9 mg,1030.7 mg
2022-04-04 12:05:05,31.6 mg,22.4 mg,1057.9 mg
2022-04-04 12:05:06,17.8 mg,49.3 mg,1014.4 mg
2022-04-04 12:05:07,-9.4 mg,-0.8 mg,1026.1 mg
2022-04-04 12:05:08,-2.7 mg,29.7 mg,1035.3 mg
2022-04-04 12:05:09,-6.6 mg,48.8 mg,964.1 mg
2022-04-04 12:05:10,12.9 mg,15.4 mg,1056.8 mg
2022-04-04 12:05:11,15.2 mg,17.4 mg,1051.6 mg
2022-04-04 12:05:12,3.1 mg,24.1 mg,1000.2 mg
2022-04-04 12:05:13,34.9 mg,34.2 mg,1051.3 mg
2022-04-04 12:05:14,-11.7 mg,26.0 mg,1032.9 mg
2022-04-04 12:05:15,-32.3 mg,7.2 mg,1042.8 mg
2022-04-04 12:05:16,39.8 mg,37.7 mg,992.1 mg
2022-04-04 12:05:17,30.1 mg,52.5 mg,976.3 mg
2022-04-04 12:05:18,32.1 mg,17.7 mg,1018.3 mg
2022-04-04 12:05:19,31.8 mg,11.5 mg,1010.7 mg
2022-04-04 12:05:20,-9.4 mg,38.4 mg,1006.6 mg
2022-04-04 12:05:21,33.3 mg,29.4 mg,1038.9 mg
2022-04-04 12:05:22,27.3 mg,12.9 mg,1000.3 mg
2022-04-04 12:05:23,23.1 mg,27.8 mg,1015.8 mg
2022-04-04 12:05:24,8.6 mg,63.1 mg,963.1 mg
2022-04-04 12:05:25,-7.9 mg,12.3 mg,1075.4 mg
2022-04-04 12:05:26,8.7 mg,11.2 mg,1011.0 mg
2022-04-04 12:05:27,38.4 mg,-6.3 mg,1038.1 mg
2022-04-04 12:05:28,32.1 mg,34.2 mg,1066.2 mg
2022-04-04 12:05:29,37.7 mg,3.3 mg,1042.4 mg
2022-04-04 12:05:30,26.2 mg,5.4 mg,1073.3 mg
2022-04-04 12:05:31,9.5 mg,21.9 mg,997.9 mg
2022-04-04 12:05:32,15.6 mg,42.2 mg,1036.2 mg
2022-04-04 12:05:33,-0.7 mg,-0.4 mg,1057.3 mg
2022-04-04 12:05:34,19.7 mg,5.9 mg,1003.9 mg
2022-04-04 12:05:35,38.1 mg,19.4 mg,997.1 mg
2022-04-04 12:05:36,14.8 mg,25.3 mg,1026.1 mg
2022-04-04 12:05:37,-8.2 mg,35.3 mg,1032.7 mg
2022-04-04 12:05:38,16.2 mg,30.6 mg,1024.1 mg
2022-04-04 12:05:39,15.3 mg,9.7 mg,1023.7 mg
2022-04-04 12:05:40,1.5 mg,22.9 mg,1043.5 mg
2022-04-04 12:05:41,17.9 mg,26.1 mg,1010.4 mg
2022-04-04 12:05:42,1.5 mg,36.2 mg,1022.1 mg
2022-04-04 12:05:43,15.8 mg,30.2 mg,1012.0 mg
2022-04-04 12:05:44,14.0 mg,4.1 mg,1034.5 mg
2022-04-04 12:05:45,3.1 mg,26.5 mg,1036.7 mg
2022-04-04 12:05:46,-7.7 mg,29.8 mg,1039.4 mg
2022-04-04 12:05:47,13.4 mg,35.2 mg,1020.7 mg
2022-04-04 12:05:48,22.4 mg,23.1 mg,1049.8 mg
2022-04-04 12:05:49,9.9 mg,32.2 mg,1027.0 mg
2022-04-04 12:05:50,15.2 mg,28.2 mg,1025.9 mg
2022-04-04 12:05:51,16.5 mg,25.8 mg,1023.3 mg
2022-04-04 12:05:52,-13.5 mg,48.4 mg,1010.3 mg
2022-04-04 12:05:53,10.1 mg,41.5 mg,1009.0 mg
2022-04-04 12:05:54,13.4 mg,31.0 mg,1021.6 mg
2022-04-04 12:05:55,39.1 mg,12.6 mg,1018.4 mg
2022-04-04 12:05:56,-1.4 mg,36.5 mg,1054.2 mg
2022-04-04 12:05:57,23.3 mg,9.4 mg,1050.6 mg
2022-04-04 12:05:58,44.5 mg,23.2 mg,1030.1 mg
2022-04-04 12:05:59,22.2 mg,-12.6 mg,1040.5 mg
2022-04-04 12:06:00,16.7 mg,22.5 mg,1023.9 mg
2022-04-04 12:06:01,10.6 mg,34.9 mg,1011.5 mg
2022-04-04 12:06:02,2.9 mg,-8.1 mg,1047.7 mg
2022-04-04 12:06:03,-2.2 mg,28.4 mg,1034.9 mg
2022-04-04 12:06:04,27.6 mg,46.4 mg,1018.9 mg
2022-04-04 12:06:05,6.6 mg,56.7 mg,1009.2 mg
2022-04-04 12:06:06,42.2 mg,37.4 mg,1003.6 mg
2022-04-04 12:06:07,7.4 mg,-13.8 mg,1030.8 mg
2022-04-04 12:06:08,6.6 mg,35.6 mg,1009.6 mg
2022-04-04 12:06:09,14.1 mg,15.7 mg,1027.0 mg
2022-04-04 12:06:10,7.9 mg,39.3 mg,997.8 mg
2022-04-04 12:06:11,18.8 mg,11.0 mg,1046.1 mg
2022-04-04 12:06:12,21.2 mg,28.3 mg,1059.7 mg
2022-04-04 12:06:13,13.5 mg,8.6 mg,1026.3 mg
2022-04-04 12:06:14,18.0 mg,67.7 mg,990.9 mg
2022-04-04 12:06:15,-1.1 mg,-7.1 mg,1005.4 mg
2022-04-04 12:06:16,25.6 mg,58.2 mg,988.3 mg
2022-04-04 12:06:17,-7.1 mg,38.7 mg,1012.6 mg
2022-04-04 12:06:18,3.5 mg,25.5 mg,1013.8 mg
2022-04-04 12:06:19,22.7 mg,18.2 mg,1022.4 mg
2022-04-04 12:06:20,11.3 mg,21.8 mg,1019.6 mg
2022-04-04 12:06:21,37.6 mg,25.8 mg,996.8 mg
2022-04-04 12:06:22,48.0 mg,3.7 mg,1081.2 mg
2022-04-04 12:06:23,3.0 mg,-1.6 mg,1005.2 mg
2022-04-04 12:06:24,-11.8 mg,14.6 mg,1004.5 mg
2022-04-04 12:06:25,27.2 mg,7.9 mg,1009.1 mg
2022-04-04 12:06:26,12.2 mg,12.1 mg,1060.0 mg
2022-04-04 12:06:27,-26.4 mg,13.4 mg,1020.2 mg
2022-04-04 12:06:28,17.8 mg,60.5 mg,1024.4 mg
2022-04-04 12:06:29,16.2 mg,40.8 mg,1063.2 mg
2022-04-04 12:06:30,18.9 mg,44.9 mg,1012.5 mg
2022-04-04 12:06:31,14.4 mg,30.3 mg,1021.6 mg
2022-04-04 12:06:32,15.2 mg,31.7 mg,1037.0 mg
2022-04-04 12:06:33,24.6 mg,28.0 mg,1022.4 mg
2022-04-04 12:06:34,1.0 mg,27.7 mg,1029.2 mg
2022-04-04 12:06:35,26.7 mg,37.6 mg,1025.3 mg
2022-04-04 12:06:36,21.6 mg,24.7 mg,1008.9 mg
2022-04-04 12:06:37,12.6 mg,33.1 mg,1027.6 mg
2022-04-04 12:06:38,23.7 mg,16.4 mg,1016.4 mg
2022-04-04 12:06:39,13.2 mg,17.0 mg,1022.6 mg
2022-04-04 12:06:40,-0.8 mg,25.3 mg,1017.0 mg
2022-04-04 12:06:41,26.3 mg,16.3 mg,1012.7 mg
2022-04-04 12:06:42,37.8 mg,33.4 mg,1037.4 mg
2022-04-04 12:06:43,1.4 mg,26.8 mg,1044.0 mg
2022-04-04 12:06:44,12.0 mg,45.6 mg,994.7 mg
2022-04-04 12:06:45,20.1 mg,21.5 mg,1051.8 mg
2022-04-04 12:06:46,22.1 mg,35.9 mg,1005.0 mg
2022-04-04 12:06:47,28.4 mg,33.6 mg,1026.4 mg
2022-04-04 12:06:48,29.7 mg,24.4 mg,1030.7 mg
2022-04-04 12:06:49,13.4 mg,33.8 mg,1011.3 mg
2022-04-04 12:06:50,12.3 mg,29.8 mg,1022.3 mg
2022-04-04 12:06:51,20.1 mg,35.8 mg,1007.6 mg
2022-04-04 12:06:52,24.8 mg,41.3 mg,1043.4 mg
2022-04-04 12:06:53,0.7 mg,5.5 mg,1043.0 mg
2022-04-04 12:06:54,-7.3 mg,11.5 mg,992.4 mg
2022-04-04 12:06:55,6.2 mg,53.8 mg,1008.0 mg
2022-04-04 12:06:56,43.1 mg,27.3 mg,1032.9 mg
2022-04-04 12:06:57,12.4 mg,26.9 mg,1005.0 mg
2022-04-04 12:06:58,12.6 mg,43.5 mg,961.4 mg
2022-04-04 12:06:59,27.9 mg,16.5 mg,1040.7 mg
2022-04-04 12:07:00,7.6 mg,15.8 mg,1051.0 mg
2022-04-04 12:07:01,8.7 mg,45.0 mg,1046.0 mg
2022-04-04 12:07:02,2.9 mg,16.5 mg,1039.1 mg
2022-04-04 12:07:03,10.8 mg,-7.7 mg,1022.4 mg
2022-04-04 12:07:04,1.9 mg,-9.2 mg,1071.4 mg
2022-04-04 12:07:05,-10.3 mg,0.5 mg,1023.5 mg
2022-04-04 12:07:06,-4.1 mg,31.4 mg,959.0 mg
2022-04-04 12:07:07,15.6 mg,-3.1 mg,1074.5 mg
2022-04-04 12:07:08,0.3 mg,26.2 mg,1034.9 mg
2022-04-04 12:07:09,15.4 mg,8.5 mg,1063.5 mg
2022-04-04 12:07:10,16.7 mg,28.9 mg,999.5 mg
2022-04-04 12:07:11,10.9 mg,42.9 mg,1033.3 mg
2022-04-04 12:07:12,16.6 mg,24.5 mg,1022.6 mg
2022-04-04 12:07:13,-5.8 mg,8.2 mg,1019.3 mg
2022-04-04 12:07:14,-8.4 mg,-2.3 mg,1055.6 mg
2022-04-04 12:07:15,-6.0 mg,64.3 mg,985.5 mg
2022-04-04 12:07:16,-3.8 mg,8.6 mg,972.8 mg
2022-04-04 12:07:17,5.5 mg,56.4 mg,1007.3 mg
2022-04-04 12:07:18,13.4 mg,16.1 mg,1021.2 mg
2022-04-04 12:07:19,30.5 mg,8.6 mg,1037.4 mg
2022-04-04 12:07:20,2.4 mg,43.1 mg,1062.3 mg
2022-04-04 12:07:21,14.3 mg,1.4 mg,1048.5 mg
2022-04-04 12:07:22,-4.4 mg,29.1 mg,1021.3 mg
2022-04-04 12:07:23,11.6 mg,46.8 mg,975.3 mg
2022-04-04 12:07:24,18.0 mg,25.3 mg,1014.6 mg
2022-04-04 12:07:25,25.9 mg,21.1 mg,1042.4 mg
2022-04-04 12:07:26,16.8 mg,12.9 mg,1032.3 mg
2022-04-04 12:07:27,9.1 mg,15.1 mg,1050.3 mg
2022-04-04 12:07:28,10.7 mg,31.0 mg,1001.2 mg
2022-04-04 12:07:29,-1.3 mg,10.5 mg,1040.7 mg
2022-04-04 12:07:30,-20.4 mg,24.9 mg,967.9 mg
2022-04-04 12:07:31,1.9 mg,29.5 mg,1016.8 mg
2022-04-04 12:07:32,38.6 mg,33.4 mg,1000.9 mg
2022-04-04 12:07:33,36.1 mg,59.6 mg,988.2 mg
2022-04-04 12:07:34,12.6 mg,37.5 mg,1018.1 mg
2022-04-04 12:07:35,30.6 mg,14.7 mg,1030.9 mg
2022-04-04 12:07:36,-3.4 mg,41.7 mg,982.5 mg
2022-04-04 12:07:37,11.6 mg,16.5 mg,1015.0 mg
2022-04-04 12:07:38,-2.1 mg,34.1 mg,1026.6 mg
2022-04-04 12:07:39,9.4 mg,15.4 mg,1035.0 mg
2022-04-04 12:07:40,8.7 mg,25.1 mg,1035.5 mg
2022-04-04 12:07:41,-15.5 mg,34.0 mg,1018.5 mg
2022-04-04 12:07:42,15.1 mg,38.9 mg,1040.0 mg
2022-04-04 12:07:43,29.6 mg,31.9 mg,1038.3 mg
2022-04-04 12:07:44,6.6 mg,40.4 mg,1025.0 mg
2022-04-04 12:07:45,-26.8 mg,13.3 mg,984.8 mg
2022-04-04 12:07:46,5.4 mg,28.1 mg,1017.2 mg
2022-04-04 12:07:47,17.2 mg,26.1 mg,1028.7 mg
2022-04-04 12:07:48,18.7 mg,44.5 mg,1004.0 mg
2022-04-04 12:07:49,22.9 mg,39.2 mg,1025.7 mg
2022-04-04 12:07:50,43.7 mg,18.5 mg,1020.3 mg
2022-04-04 12:07:51,12.0 mg,25.0 mg,1017.4 mg
2022-04-04 12:07:52,6.6 mg,23.1 mg,1023.4 mg
2022-04-04 12:07:53,3.8 mg,19.9 mg,1021.2 mg
2022-04-04 12:07:54,15.1 mg,54.8 mg,987.7 mg
2022-04-04 12:07:55,-0.9 mg,8.0 mg,1013.2 mg
2022-04-04 12:07:56,8.0 mg,33.0 mg,994.4 mg
2022-04-04 12:07:57,15.5 mg,29.7 mg,1047.9 mg
2022-04-04 12:07:58,2.8 mg,-0.1 mg,1018.0 mg
2022-04-04 12:07:59,2.4 mg,-4.6 mg,1004.5 mg
2022-04-04 12:08:00,-0.5 mg,36.2 mg,1057.0 mg
2022-04-04 12:08:01,18.8 mg,18.0 mg,1056.5 mg
2022-04-04 12:08:02,14.3 mg,32.2 mg,1042.7 mg
2022-04-04 12:08:03,12.2 mg,22.0 mg,1035.7 mg
2022-04-04 12:08:04,-8.9 mg,51.4 mg,1037.5 mg
2022-04-04 12:08:05,7.3 mg,26.6 mg,968.5 mg
2022-04-04 12:08:06,31.2 mg,38.2 mg,1023.0 mg
2022-04-04 12:08:07,-1.5 mg,-18.2 mg,1029.3 mg
2022-04-04 12:08:08,22.1 mg,-6.3 mg,1044.6 mg
2022-04-04 12:08:09,34.0 mg,72.8 mg,1016.9 mg
2022-04-04 12:08:10,2.4 mg,39.5 mg,1003.4 mg
2022-04-04 12:08:11,-2.2 mg,56.2 mg,1016.7 mg
2022-04-04 12:08:12,33.6 mg,47.7 mg,994.6 mg
2022-04-04 12:08:13,-4.7 mg,27.3 mg,1074.2 mg
2022-04-04 12:08:14,25.8 mg,21.0 mg,1038.3 mg
2022-04-04 12:08:15,15.1 mg,15.9 mg,1003.5 mg
2022-04-04 12:08:16,42.0 mg,18.2 mg,1051.5 mg
2022-04-04 12:08:17,23.3 mg,-2.9 mg,982.4 mg
2022-04-04 12:08:18,11.7 mg,31.6 mg,1006.9 mg
2022-04-04 12:08:19,-8.5 mg,18.0 mg,1030.7 mg
2022-04-04 12:08:20,31.0 mg,54.4 mg,1030.9 mg
2022-04-04 12:08:21,22.4 mg,49.6 mg,980.8 mg
2022-04-04 12:08:22,-10.1 mg,-30.3 mg,1055.4 mg
2022-04-04 12:08:23,6.3 mg,25.6 mg,1050.2 mg
2022-04-04 12:08:24,8.1 mg,38.5 mg,1045.3 mg
2022-04-04 12:08:25,23.5 mg,36.7 mg,977.7 mg
2022-04-04 12:08:26,6.1 mg,31.6 mg,1029.7 mg
2022-04-04 12:08:27,30.9 mg,49.3 mg,1046.8 mg
2022-04-04 12:08:28,44.0 mg,7.8 mg,1062.3 mg
2022-04-04 12:08:29,25.8 mg,19.9 mg,1044.2 mg
2022-04-04 12:08:30,36.5 mg,19.3 mg,999.6 mg
2022-04-04 12:08:31,-6.6 mg,28.6 mg,1035.4 mg
2022-04-04 12:08:32,19.8 mg,16.7 mg,1070.5 mg
2022-04-04 12:08:33,9.9 mg,25.2 mg,1012.4 mg
2022-04-04 12:08:34,15.7 mg,22.2 mg,1007.5 mg
2022-04-04 12:08:35,0.9 mg,29.3 mg,1004.5 mg
